ACCNR,YEAR,SPECIES,LOC,LAT,LONG,NHOM,ALDR,TOTL,TOTV,FPRC,CB28,CB52,CB101,CB118,CB153,CB138,CB180
P89/03920,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.4,40.6,2.54,0.0257,0.0442,0.1172,0.1422,0.1744,0.1826,0.0489
P89/03921,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.3,41.7,5.5,0.0144,0.019,0.0462,0.058,0.066,0.0648,0.0218
P89/03922,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.3,40.3,5.68,0.0166,0.0206,0.0523,0.0691,0.0905,0.0904,0.0268
P89/03923,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.6,40.5,3.34,0.0165,0.0249,0.0656,0.0819,0.0858,0.0885,0.0244
P89/03924,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.9,38.2,5.24,0.0228,0.0351,0.0903,0.1148,0.1508,0.1621,0.0541
P89/03925,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,3,19.1,48.5,5.87,0.0191,0.0291,0.0796,0.089,0.1189,0.1216,0.0373
P89/03926,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.2,40,5.49,0.0213,0.0348,0.1108,0.1435,0.1697,0.1773,0.0586
P89/03927,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.5,41.7,3.76,0.0166,0.0276,0.0767,0.1093,0.1269,0.1333,0.0462
P89/03928,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.2,46.7,4.02,0.0144,0.0201,0.0626,0.0801,0.0986,0.1004,0.0315
P89/03929,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,19.8,48.3,2.71,0.0162,0.0268,0.0741,0.0999,0.106,0.1132,0.0332
P89/03930,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,3,18,36.1,4.49,0.0116,0.0183,0.0442,0.0604,0.0573,0.0628,0.0162
P89/03931,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,19.4,47.2,3.78,0.0196,0.0309,0.0776,0.0993,0.1064,0.1119,0.0314
P89/03932,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.7,42.4,4.32,0.0156,0.0302,0.0613,0.0761,0.0773,0.0801,0.0225
P89/03712,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,6,19.2,88.6,0.72,0,0,0,0.099,0.2621,0.2397,0.1295
P89/03713,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,21.3,111.8,0.65,0,0,0,0.199,0.7226,0.6511,0.2804
P89/03714,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,21.3,105.3,0.73,0,0,0,0.0834,0.1673,0.1781,0.0858
P89/03715,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,20.3,104,0.76,0,0,0,0.0669,0.124,0.1335,0.064
P89/03716,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,19,97.2,0.93,0,0,0,0.1116,0.2496,0.2415,0.1165
P89/03717,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,18.8,84.7,0.93,0,0,0,0.0825,0.1662,0.1712,0.0802
P89/03718,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,19.6,88.9,0.72,0,0,0,0.131,0.3733,0.3624,0.1668
P89/03719,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,18.6,82.1,0.92,0,0,0,0.0422,0.1705,0.0579,0.0573
P89/03720,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,19.3,83.5,0.78,0,0,0,0.1484,0.3091,0.3144,0.1827
P89/03721,1989,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,21.3,128.1,0.82,0,0,0,0.0546,0.1179,0.1119,0.0665
P89/03933,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,19.5,51.2,4.4,0.0182,0.0335,0.0776,0.0965,0.0953,0.102,0.0285
P89/03934,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,19.7,54.4,5.18,0.0172,0.0219,0.0495,0.062,0.0621,0.0633,0.021
P89/03935,1989,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,19,50.3,4.55,0.0115,0.0207,0.0482,0.0696,0.0614,0.0706,0.0211
P89/04687,1989,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,2,14.2,17.8,2.55,0,0,0.0233,0.0268,0.0457,0.0469,0.0221
P89/04688,1989,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,2,13.8,17.8,2.79,0,0,0.0145,0.0181,0.0277,0.0298,0.013
P89/04689,1989,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,2,14.5,18.2,2.84,0,0,0.0215,0.0243,0.0462,0.0487,0.0228
P89/05746,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,14.8,23,4.04,0,0.0417,0.1071,0.1338,0.1596,0.1733,0.0652
P89/05747,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.6,23,1.71,0,0,0.164,0.1831,0.3477,0.3386,0.18
P89/05748,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.8,27,1.28,0,0,0.1815,0.1885,0.3565,0.3449,0.1849
P89/05749,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.7,23,2.1,0,0,0.093,0.1058,0.1844,0.1816,0.104
P89/05750,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.7,21,2.95,0,0.0468,0.1492,0.1564,0.2908,0.291,0.1823
P89/05751,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.1,17,1.73,0,0,0.1026,0.1117,0.1967,0.1998,0.0898
P89/05771,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.6,46,6.4,0,0.0318,0.0752,0.1103,0.1048,0.1025,0.0388
P89/05772,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.6,44,6.87,0.025,0.0284,0.0605,0.0931,0.0759,0.0802,0.0305
P89/05773,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.9,42,1.66,0,0.07,0.1919,0.2529,0.3147,0.3272,0.1087
P89/05774,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.9,48,3.22,0,0.0332,0.0872,0.1334,0.1251,0.1341,0.0462
P89/05775,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.4,37,1.66,0,0.0602,0.196,0.2644,0.3288,0.326,0.1309
P89/05776,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.8,46,3.65,0.031,0.0457,0.1099,0.1514,0.1582,0.158,0.0582
P89/05777,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18,36,3.64,0,0.0334,0.0861,0.121,0.1189,0.1286,0.0343
P89/05778,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.7,43,2.19,0.0436,0.0702,0.158,0.222,0.2275,0.2361,0.0822
P89/05779,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.7,43,4.39,0.0233,0.0276,0.0715,0.0984,0.0919,0.098,0.0328
P89/05780,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.9,46,3.19,0.0296,0.0437,0.1209,0.1607,0.1997,0.1923,0.0694
P89/05781,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.4,42,1.54,0,0.0812,0.2407,0.3618,0.3791,0.3759,0.1616
P89/05782,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.8,49,1.7,0,0.0813,0.2486,0.354,0.3722,0.3888,0.1476
P89/05783,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.7,39,1.09,0,0.0811,0.2643,0.3627,0.4105,0.4275,0.1933
P89/05784,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18,39,3.86,0.0293,0.0373,0.096,0.1365,0.131,0.134,0.0498
P89/05785,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.1,37,2.18,0,0.0595,0.1613,0.2108,0.2137,0.217,0.0782
P89/05786,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.5,46,5.36,0.0291,0.0362,0.0912,0.1201,0.1347,0.1297,0.0516
P89/05787,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18,40,4.4,0.0217,0.0298,0.0734,0.1043,0.0972,0.1035,0.0402
P89/05788,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.3,41,1.57,0,0.0629,0.1843,0.2565,0.2704,0.2836,0.0905
P89/05789,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.7,38,2.57,0.0404,0.061,0.1631,0.2306,0.2428,0.2418,0.0866
P89/05790,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.2,42,4.16,0.0318,0.0416,0.1014,0.1472,0.1513,0.1497,0.061
P89/05791,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.7,45,3.81,0.0332,0.0436,0.1127,0.1583,0.1572,0.1563,0.0607
P89/05792,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.1,45,1.77,0.0593,0.0819,0.2507,0.3436,0.4165,0.4018,0.1485
P89/05793,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.3,45,4.07,0,0.0313,0.0809,0.1075,0.1061,0.1094,0.0331
P89/05794,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.1,40,4.03,0.0266,0.0402,0.0885,0.1274,0.1226,0.1315,0.0492
P89/05795,1989,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.7,42,2.26,0,0.059,0.1633,0.2356,0.2344,0.2528,0.089
P89/05752,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.9,31,3.82,0,0.024,0.0739,0.0927,0.1483,0.1648,0.1005
P89/05753,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.7,28,2.51,0,0.03,0.0953,0.119,0.193,0.2187,0.1352
P89/05754,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.4,27,2.9,0,0.034,0.0938,0.1222,0.1609,0.176,0.0996
P89/05755,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.4,29,2.9,0,0.0321,0.1262,0.141,0.2381,0.2457,0.1488
P89/05756,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,17.6,36,3.51,0,0.0212,0.0894,0.1105,0.1799,0.1957,0.1217
P89/05757,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,17.6,32,3.24,0,0.0318,0.0973,0.1216,0.1854,0.2012,0.1226
P89/05758,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.6,29,3.19,0,0.0369,0.1398,0.1584,0.285,0.2957,0.1834
P89/05759,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.6,28,4.43,0,0.0208,0.0694,0.0835,0.1422,0.1508,0.0932
P89/05760,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15,21,3.54,0,0.0239,0.10780000000000001,0.1143,0.1361,0.1579,0.0598
P89/05761,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.2,22,4.53,0,0.0298,0.099,0.1292,0.1905,0.2014,0.0911
P89/05762,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15,19,2.45,0,0.0188,0.0678,0.076,0.1538,0.1483,0.0928
P89/05763,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.1,18,4.84,0,0.0252,0.0828,0.0965,0.1523,0.1577,0.0764
P89/05764,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.8,18,1.38,0,0,0.2026,0.227,0.4711,0.4877,0.3291
P89/05765,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,15.4,26,3.58,0,0.0271,0.1127,0.1132,0.2485,0.2578,0.1721
P89/05766,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.4,30,3.47,0,0.0229,0.076,0.0952,0.1625,0.1813,0.103
P89/05767,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.8,28,1.85,0,0.0309,0.1077,0.1263,0.2209,0.2234,0.0974
P89/05768,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16,23,3.25,0,0.0309,0.0974,0.1016,0.1579,0.1584,0.0676
P89/05769,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.5,29,2.22,0,0.0326,0.0955,0.1091,0.18,0.1815,0.0859
P89/05770,1989,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.4,25,2.78,0,0.0265,0.091,0.1051,0.1744,0.188,0.0965
P89/04690,1989,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,2,12.5,14.8,3.95,0,0,0.0192,0.0231,0.038,0.037,0.0157
P89/04691,1989,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,2,12,10.8,2.92,0,0,0.0151,0.0234,0.0348,0.0373,0.0145
C89/08047,1989,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,50,-9,NA,NA,0.63,0,0,0,0.0459,0.0719,0.066,0
P89/05509,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,20.4,54.1,1.11,0.0214,0.023,0.139,0.15,0.3583,0.3583,0.1887
P89/05510,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,21,63.6,2.14,0.0121,0.0077,0.0538,0.072,0.1738,0.1615,0.0912
P89/05511,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,20.4,60,1.5,0.0197,0.0138,0.1252,0.1184,0.4242,0.3876,0.2565
P89/05512,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,20.7,65.2,4.23,0.0089,0.0061,0.038,0.0556,0.1911,0.1367,0.1061
P89/05513,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,16.8,39.5,3.11,0.012,0.0156,0.0759,0.0772,0.2191,0.1999,0.1343
P89/05514,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,17.2,31.4,3.03,0.0112,0.01,0.0478,0.0472,0.1117,0.1091,0.0707
P89/05515,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18.3,41.1,5.62,0.0138,0.021,0.0854,0.0836,0.2164,0.206,0.1
P89/05516,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,17.5,41.5,2.14,0,0,0.0479,0.0587,0.125,0.1141,0.0583
P89/05517,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,18.9,50.6,2.5,0.0114,0.0109,0.0504,0.0565,0.127,0.1177,0.0739
P89/05518,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,2,16.7,31.8,1.56,0,0,0.0508,0.061,0.1462,0.1365,0.0916
P89/05519,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18.8,52.8,3.17,0.0185,0.0327,0.1021,0.1059,0.195,0.1826,0.0776
C88/08500,1988,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,25,-9,NA,NA,0.99,0,0.0255,0.0448,0.0283,0.0873,0.0856,0.0043
P89/00000-00001,1989,Cod,SE Gotland,56.75024348456655,18.49609066850709,20,4,NA,NA,45.54,0.0191,0.0341,0.1337,0.203,0.3174,0.2888,0.0954
P89/00000-00006,1989,Cod,Fladen,57.19977802985599,11.813581143243677,25,3,NA,NA,32.67,0.014,0.0229,0.0823,0.1469,0.4573,0.2713,0.0951
C89/08168,1989,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,47,-9,NA,NA,1.33,0,0,0,0.1006,0.0965,0.1068,0
P89/05520,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,19.8,53.2,2.29,0.014,0.0217,0.0779,0.0894,0.1737,0.1772,0.0868
P89/05521,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,19,54.8,2.47,0.0075,0.0108,0.0735,0.0791,0.1959,0.1816,0.0815
P89/05522,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,21,66.9,2.22,0.0127,0.0208,0.1061,0.0994,0.2647,0.2442,0.1183
P89/05523,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,20.2,59.9,1.72,0.0093,0,0.0582,0.0852,0.2148,0.1939,0.1067
P89/05524,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,19.6,46.2,2.97,0.0114,0.0231,0.0837,0.0856,0.202,0.1952,0.1053
P89/05525,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,20.5,65.1,3.47,0.0077,0,0.0476,0.0579,0.1074,0.0982,0.0426
P89/05526,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,19.3,49.5,2.81,0.0123,0.0169,0.0618,0.0758,0.146,0.1306,0.0577
P89/05527,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,21.4,63.4,3.99,0.0208,0.0351,0.0963,0.1195,0.1637,0.1661,0.0615
P89/05528,1989,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18.4,45.7,3.34,0.013,0.0211,0.0725,0.0792,0.1456,0.1429,0.0625
P89/04692,1989,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,2,13,13.2,2.65,0,0,0.0242,0.0277,0.0393,0.0405,0.0174
P89/04483,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,17.9,36.9,2.56,0,0,0.0426,0.0821,0.0754,0.0875,0
P89/04484,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,17.6,37,3.33,0,0,0.0474,0.071,0.0647,0.089,0
P89/04485,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.6,37.7,2.53,0,0,0.0474,0.0918,0.093,0.0839,0
P89/04486,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19,46.7,4.04,0,0,0.0261,0.0534,0.0496,0.0456,0.0321
P89/03302,1989,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,18.6,74.6,0.81,0,0,0.0733,0.0275,0.0468,0.0419,0.0114
P89/03303,1989,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,18.8,80.5,1.12,0,0,0.039,0,0.0218,0.0201,0.0056
P89/03304,1989,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,18.4,76.4,0.91,0,0,0.0588,0.0211,0.0333,0.0326,0.0081
P89/03305,1989,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,18.8,94,1.08,0,0,0.0334,0.0297,0.0524,0.0446,0.0121
P89/03306,1989,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,18.9,97.1,1.06,0,0,0.0287,0.0122,0.036,0.0364,0
P89/03307,1989,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,20.8,108.8,0.9,0,0,0.0516,0.0103,0.0381,0.032,0.0086
P89/03308,1989,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,20.7,121.5,1,0,0,0.0888,0.0436,0.0811,0.0728,0.0202
P89/04487,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.2,43.5,4.12,0,0,0.0344,0.0629,0.0687,0.065,0.0284
P89/04488,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,17.8,37.9,2.93,0,0,0.0405,0.0731,0.0648,0.0678,0
P89/04489,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,17.7,36,2.72,0,0,0.0424,0.0786,0.0947,0.092,0
P89/04490,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,17.8,40.3,4.28,0,0,0.0369,0.0634,0.0734,0.0637,0.0336
P89/04491,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.6,46.9,1.97,0,0,0.1091,0.1829,0.2095,0.2067,0.0698
P89/04492,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,17.8,37,3.4,0,0,0.0358,0.0713,0.0703,0.073,0
P89/04493,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.3,58.1,2.95,0,0,0.0548,0.0997,0.1271,0.1172,0.0341
P89/04494,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.5,37.9,2.14,0,0,0.0472,0.0911,0.0921,0.0786,0
P89/04495,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.5,39.2,2.07,0,0,0.0683,0.0935,0.1011,0.0814,0
P89/04496,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.1,40,3.06,0,0,0.048,0.0759,0.0924,0.0828,0
P89/04497,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.2,36.4,2.65,0,0,0.0494,0.069,0.0822,0.0794,0
P89/04498,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18,42.7,2.89,0,0,0.0499,0.0752,0.0748,0.082,0
P89/04499,1989,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,17.9,39,3.4,0,0,0.036,0.0663,0.0621,0.0588,0
P90/05444,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,19.6,50.8,4.03,0,0.02,0.0718,0.1061,0.1657,0.1885,0.0928
P90/05445,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,18.1,37.5,2.3,0,0.0337,0.1015,0.1476,0.197,0.2303,0.1048
P90/05446,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,21,56.8,1.94,0,0,0.087,0.1593,0.251,0.2581,0.1244
P90/05447,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,6,21,56.8,2.96,0,0,0.1007,0.1684,0.2908,0.3144,0.1707
P90/05448,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,19.1,41.2,1.73,0,0,0.0963,0.1545,0.2054,0.2425,0.1104
P90/05449,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18.8,41,1.99,0,0.0248,0.0885,0.1352,0.1602,0.1962,0.0785
P90/05450,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,18,38,1.51,0,0,0.0761,0.128,0.1405,0.1755,0.0844
P90/05451,1990,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,18.9,42.4,2.44,0,0.0275,0.0838,0.1247,0.1483,0.1841,0.0645
P90/05791,1990,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.1,35.8,3.24,0.0081,0.0258,0.0627,0.0707,0.0858,0.0905,0.026
P90/05792,1990,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18,32.8,1.43,0.0093,0.0408,0.0997,0.102,0.179,0.1901,0.0707
P90/05793,1990,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.5,41.1,2.52,0.0148,0.0464,0.1246,0.1218,0.1933,0.1961,0.0593
P90/04001,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.3,46,3.59,0,0.0202,0.0564,0.0806,0.0901,0.1031,0.0239
P90/04002,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.2,53.1,4.87,0,0.0117,0.0324,0.0475,0.0644,0.066,0.0111
P90/04003,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.9,49.8,4.42,0,0.0091,0.0192,0.0307,0.0393,0.0436,0.0086
P90/04004,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.1,53.3,4.59,0,0.0094,0.0232,0.0402,0.0473,0.0555,0.0095
P90/04005,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.5,56.3,4.21,0,0.012,0.0288,0.0454,0.0599,0.0682,0.0122
P90/04006,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.5,46.9,2.86,0,0.0176,0.0481,0.0655,0.1035,0.1059,0.0249
P90/04007,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.5,48.5,1.32,0,0,0.0624,0.1099,0.1495,0.1621,0.0309
P90/04008,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.4,44,4.43,0,0.0149,0.0416,0.0553,0.0832,0.0851,0.0166
P90/04009,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.7,55.8,0.8,0,0,0.4311,0.6094,1.4174,1.3776,0.3356
P90/04010,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20.2,67.7,4.54,0,0.0103,0.0219,0.032,0.038,0.0443,0.0079
P90/04011,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19,53.3,2.89,0,0.024,0.0748,0.1071,0.1709,0.1724,0.0354
P90/04012,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,18.8,53.3,3.76,0,0.0107,0.0252,0.0429,0.0587,0.0655,0.0111
P90/04013,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,18.4,48.7,3.63,0,0.0153,0.0519,0.075,0.1364,0.1285,0.031
P90/04014,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.7,55.6,3.81,0,0,0.0214,0.0342,0.0499,0.0533,0.0108
P90/04015,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.8,53.3,4.02,0,0,0.0205,0.0361,0.0465,0.0528,0.0104
P90/04016,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20.3,66.3,5.46,0,0.0107,0.022,0.0383,0.0418,0.0496,0.0091
P90/04017,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,18.3,46,1.99,0,0,0.0405,0.0734,0.0916,0.1075,0.0187
P90/04018,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.6,52,3.47,0,0.0251,0.0706,0.0821,0.1128,0.1305,0.0314
P90/04019,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.1,50.4,3.52,0,0,0.0333,0.0484,0.0705,0.0696,0.013
P90/04020,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,18.7,46.9,1.99,0,0,0.0954,0.1354,0.1189,0.1429,0.0308
P90/04021,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.6,56.6,5.02,0,0.012,0.0343,0.0493,0.0704,0.0717,0.0129
P90/04022,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.8,53.9,2.93,0,0,0.0263,0.0448,0.0571,0.0606,0.0122
P90/04023,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.8,46.9,3.25,0,0.017,0.0461,0.0619,0.0931,0.0932,0.0162
P90/04024,1990,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.2,53.9,3.18,0,0.0118,0.0277,0.0491,0.0633,0.0665,0.0115
